,NLC,Origin TLC,Station Name,postcode,Government Office Region (GOR),County or Unitary Authority,District or Unitary Authority,NUTS2 Spatial_Unit Code,NUTS2 Spatial Unit,Station Facility Owner,Station Group,PTE Urban Area Station,London Travelcard Area,Entries Full,Entries Reduced,Entries Season,Entries Total,Exits Full,Exits Reduced,Exits Season,Exits Total,1112 Entries & Exits,"1011
Entries & Exits","%-change, 2010-11 to 2011-12",Interchanges,Large station Flag,Small Station Flag,Explanation of large change,Sources,lat,long
726,1691,DFI,Duffield,DE56 4EP,East Midlands,Derbyshire,Amber Valley,UKF1,Derbyshire and Nottinghamshire,East Midlands Trains,,,,"12,370","8,433","5,869","26,672","12,370","8,433","5,869","26,672","53,344","49,938",7,0,0,0,,,52.989067000000006,-1.486709
727,8681,DRN,Duirinish,IV40 8BD,Scotland,Highland,Highland,UKM4,Highlands and Islands,First ScotRail,,,,331,20,0,351,331,20,0,351,702,808,-13,0,0,0,,,57.315982,-5.695933
728,9906,DST,Duke Street,G31 1LL,Scotland,Glasgow City,Glasgow City,UKM3,South Western Scotland,First ScotRail,,Strathclyde,,"17,790","14,784","10,199","42,773","17,790","14,784","10,199","42,773","85,546","80,080",7,0,0,0,,,,
729,7027,DUL,Dullingham,CB8 8UP,East,Cambridgeshire,East Cambridgeshire,UKH1,East Anglia,National Express East Anglia,,,,"3,233","2,399","8,101","13,733","3,233","2,399","8,101","13,733","27,466","26,476",4,0,0,0,,,,
730,9866,DBC,Dumbarton Central,G82 1PZ,Scotland,West Dunbartonshire,West Dunbartonshire,UKM3,South Western Scotland,First ScotRail,,Strathclyde,,"110,641","95,779","161,582","368,002","110,641","95,779","161,582","368,002","736,004","731,256",1,"132,517",0,0,,,,
731,9868,DBE,Dumbarton East,G82 2EP,Scotland,West Dunbartonshire,West Dunbartonshire,UKM3,South Western Scotland,First ScotRail,,Strathclyde,,"65,383","68,583","47,127","181,093","65,383","68,583","47,127","181,093","362,186","356,334",2,0,0,0,,,,
732,9622,DUM,Dumbreck,G41 4HE,Scotland,Glasgow City,Glasgow City,UKM3,South Western Scotland,First ScotRail,,Strathclyde,,"22,984","19,449","14,592","57,025","22,984","19,449","14,592","57,025","114,050","109,586",4,0,0,0,,,,
733,9490,DMF,Dumfries,DG1 1NF,Scotland,Dumfries And Galloway,Dumfries And Galloway,UKM3,South Western Scotland,First ScotRail,,,,"26,798","156,961","3,266","187,025","26,798","156,961","3,266","187,025","374,050","359,764",4,83,0,0,,,,
734,5034,DMP,Dumpton Park,CT11 7EW,South East,Kent,Thanet,UKJ4,Kent,Southeastern,,,,"2,968","4,650","9,133","16,751","2,968","4,650","9,133","16,751","33,502","35,296",-5,0,0,0,,,51.345434999999995,1.425598
735,9397,DUN,Dunbar,EH42 1JX,Scotland,East Lothian,East Lothian,UKM2,Eastern Scotland,East Coast,,,,"12,078","101,288","68,060","181,426","12,078","101,288","68,060","181,426","362,852","333,916",9,0,0,0,,,55.998886999999996,-2.512905
736,8713,DBL,Dunblane,FK15 9ET,Scotland,Stirling,Stirling,UKM2,Eastern Scotland,First ScotRail,,,,"70,361","130,203","46,876","247,440","70,361","130,203","46,876","247,440","494,880","497,672",-1,0,0,0,,,56.186257,-3.96544
737,5944,DBG,Dunbridge,SO51 0LH,South East,Hampshire,Test Valley,UKJ3,Hampshire and Isle of Wight,First Great Western,,,,"4,244","5,392","3,787","13,423","4,244","5,392","3,787","13,423","26,846","26,950",-0,0,0,0,,,51.037929,-1.547773
738,8682,DCG,Duncraig,IV52 8TZ,Scotland,Highland,Highland,UKM4,Highlands and Islands,First ScotRail,,,,329,32,0,361,329,32,0,361,722,602,20,0,0,0,,,57.334998999999996,-5.633573999999999
739,9039,DEE,Dundee,DD1 4BY,Scotland,Dundee City,Dundee City,UKM2,Eastern Scotland,First ScotRail,,,,"245,845","502,660","112,775","861,280","245,845","502,660","112,775","861,280","1,722,560","1,719,844",0,"59,218",0,0,,,,
740,9186,DFL,Dunfermline,KY12 0GB,Scotland,Fife,Fife,UKM2,Eastern Scotland,First ScotRail,,,,"77,515","125,527","100,711","303,753","77,515","125,527","100,711","303,753","607,506","598,470",2,0,0,0,,,56.080994,-3.423122
741,9187,DFE,Dunfermline Queen Margaret,KY12 7HT,Scotland,Fife,Fife,UKM2,Eastern Scotland,First ScotRail,,,,"31,193","36,855","37,193","105,241","31,193","36,855","37,193","105,241","210,482","199,722",5,0,0,0,,,56.06819,-3.4524
742,8763,DKD,Dunkeld & Birnam,PH8 0DP,Scotland,Perth And Kinross,Perth And Kinross,UKM2,Eastern Scotland,First ScotRail,,,,"5,903","7,159",194,"13,256","5,903","7,159",194,"13,256","26,512","26,178",1,0,0,0,,,,
743,9492,DNL,Dunlop,KA3 4BZ,Scotland,East Ayrshire,East Ayrshire,UKM3,South Western Scotland,First ScotRail,,Strathclyde,,"19,413","15,127","14,684","49,224","19,413","15,127","14,684","49,224","98,448","95,784",3,0,0,0,,,,
744,8642,DNO,Dunrobin Castle,KW10 6SF,Scotland,Highland,Highland,UKM4,Highlands and Islands,First ScotRail,,,,246,67,0,313,246,67,0,313,626,594,5,0,0,0,,,57.985321,-3.94803
745,7744,DOT,Dunston,NE11 9SS,North East,Tyne And Wear,Gateshead,UKC2,Northumberland and Tyne and Wear,Northern Rail,,Tyne & Wear,,95,111,"1,327","1,533",95,111,"1,327","1,533","3,066","2,248",36,0,0,1,Very small absolute number of entries and exits,,54.950617,-1.641025
746,5102,DNG,Dunton Green,TN13 2XD,South East,Kent,Sevenoaks,UKJ4,Kent,Southeastern,,,,"6,228","5,710","54,616","66,554","6,228","5,710","54,616","66,554","133,108","127,052",5,0,0,0,,,51.294062,0.169905
747,7745,DHM,Durham,DH1 4RB,North East,Durham,Durham,UKC1,Tees Valley and Durham,East Coast,,,,"203,225","784,767","152,692","1,140,684","203,225","784,767","152,692","1,140,684","2,281,368","2,180,044",5,"3,827",0,0,,,,
748,5282,DUR,Durrington-On-Sea,BN12 6BT,South East,West Sussex,Worthing,UKJ2,"Surrey, East & West Sussex",Southern,,,,"70,831","138,261","140,559","349,651","70,831","138,261","140,559","349,651","699,302","686,170",2,0,0,0,,,50.817535,-0.411386
749,8905,DYC,Dyce,AB21 7EQ,Scotland,Aberdeen City,Aberdeen City,UKM1,North Eastern Scotland,First ScotRail,,,,"204,346","62,301","72,291","338,938","204,346","62,301","72,291","338,938","677,876","579,660",17,0,1,0,Continues high growth from previous year,,57.212306999999996,-2.190784
750,4455,DYF,Dyffryn Ardudwy,LL42 2EU,Wales - Cymru,Gwynedd - Gwynedd,Gwynedd - Gwynedd,UKL1,West Wales and the Valleys,Arriva Trains Wales,,,,"6,366","2,654","1,371","10,391","6,366","2,654","1,371","10,391","20,782","20,274",3,0,0,0,,,,
751,7916,EAG,Eaglescliffe,TS16 0BT,North East,Stockton-On-Tees,Stockton-On-Tees,UKC1,Tees Valley and Durham,Northern Rail,,,,"33,165","24,966","9,616","67,747","33,165","24,966","9,616","67,747","135,494","123,280",10,0,0,0,Continues high growth from previous year,,54.52983100000001,-1.3488129999999998
752,3190,EAL,Ealing Broadway,W5 2NU,London,Greater London,Ealing,UKI2,Outer London,First Great Western,,,London Travelcard Area Station,"622,955","933,620","979,083","2,535,658","622,955","933,620","979,083","2,535,658","5,071,316","4,651,020",9,"81,151",0,0,,,,
753,2292,ERL,Earlestown,WA12 9AU,North West,Merseyside,St. Helens,UKD5,Merseyside,Northern Rail,,Merseyside,,"56,437","115,810","49,898","222,145","56,437","115,810","49,898","222,145","444,290","418,330",6,"33,169",0,0,,,53.451163,-2.637468
754,5694,EAR,Earley,RG6 7DY,South East,Wokingham,Wokingham,UKJ1,"Berkshire, Buckinghamshire and Oxfordshire",South West Trains,,,,"84,649","87,544","96,435","268,628","84,649","87,544","96,435","268,628","537,256","530,686",1,0,0,0,,,,
755,5584,EAD,Earlsfield,SW18 4SL,London,Greater London,Wandsworth,UKI1,Inner London,South West Trains,,,London Travelcard Area Station,"541,613","573,491","1,671,956","2,787,060","541,613","573,491","1,671,956","2,787,060","5,574,120","5,413,230",3,0,0,0,,,51.444061,-0.189978
756,5414,ELD,Earlswood (Surrey),RH1 6HR,South East,Surrey,Reigate And Banstead,UKJ2,"Surrey, East & West Sussex",Southern,,,,"31,951","28,682","161,084","221,717","31,951","28,682","161,084","221,717","443,434","412,378",8,0,0,0,,,,
757,4520,EWD,Earlswood (West Midlands),B94 5JS,West Midlands,West Midlands,Solihull,UKG3,West Midlands,London Midland Trains,,West Midlands,,"3,653","12,684","2,006","18,343","3,653","12,684","2,006","18,343","36,686","32,372",13,0,1,0,Partially due to improved demand estimation in Centro area (extra 750 entries and exits in Centro infill compared to what would have been estimated using previous methodology),,,
758,5355,ECR,East Croydon,CR0 1LF,London,Greater London,Croydon,UKI2,Outer London,Southern,CROYDON BR,,London Travelcard Area Station,"1,965,683","2,790,582","5,519,499","10,275,764","1,965,683","2,790,582","5,519,499","10,275,764","20,551,528","20,100,638",2,"6,340,937",0,0,,,,
759,2949,EDY,East Didsbury,M20 0WP,North West,Greater Manchester,Manchester,UKD3,Greater Manchester,Northern Rail,,Greater Manchester,,"40,390","72,626","58,417","171,433","40,390","72,626","58,417","171,433","342,866","310,214",11,0,1,0,Continues high growth from previous year,,,
760,5358,EDW,East Dulwich,SE22 8EF,London,Greater London,Southwark,UKI1,Inner London,Southern,,,London Travelcard Area Station,"210,273","246,924","585,749","1,042,946","210,273","246,924","585,749","1,042,946","2,085,892","1,832,872",14,0,1,0,Continues high growth from previous year,,51.46179,-0.080562
761,5234,EFL,East Farleigh,ME15 0JH,South East,Kent,Maidstone,UKJ4,Kent,Southeastern,,,,"3,937","3,890","6,134","13,961","3,937","3,890","6,134","13,961","27,922","25,332",10,0,1,0,Cause of large increase not clear,,51.254744,0.487569
762,8472,EGF,East Garforth,LS25 2JW,Yorkshire And The Humber,West Yorkshire,Leeds,UKE4,West Yorkshire,Northern Rail,,West Yorkshire,,"28,763","31,008","78,343","138,114","28,763","31,008","78,343","138,114","276,228","267,542",3,0,0,0,,,53.791160999999995,-1.36768
763,5486,EGR,East Grinstead,RH19 1EB,South East,West Sussex,Mid Sussex,UKJ2,"Surrey, East & West Sussex",Southern,,,,"116,310","198,969","381,416","696,695","116,310","198,969","381,416","696,695","1,393,390","1,356,546",3,0,0,0,,,51.12647,-0.017406
764,9793,EKL,East Kilbride,G74 1AR,Scotland,South Lanarkshire,South Lanarkshire,UKM3,South Western Scotland,First ScotRail,,Strathclyde,,"156,796","129,869","206,063","492,728","156,796","129,869","206,063","492,728","985,456","909,914",8,0,0,0,,,,
765,5134,EML,East Malling,ME19 6AJ,South East,Kent,Tonbridge And Malling,UKJ4,Kent,Southeastern,,,,"6,717","9,564","34,318","50,599","6,717","9,564","34,318","50,599","101,198","104,940",-4,0,0,0,,,51.286607000000004,0.438907
766,1901,EMD,East Midlands Parkway,NG11 0EE,East Midlands,Nottinghamshire,Rushcliffe,UKF1,Derbyshire and Nottinghamshire,East Midlands Trains,,,,"38,299","78,953","13,688","130,940","38,299","78,953","13,688","130,940","261,880","219,734",19,"24,491",1,0,Continued ramp-up of demand from station opening,,52.863424,-1.252739
767,7471,ETL,East Tilbury,RM18 8SB,East,Thurrock,Thurrock,UKH3,Essex,c2c,,,,"53,986","45,927","54,046","153,959","53,986","45,927","54,046","153,959","307,918","318,354",-3,0,0,0,,,51.482982,0.415293
768,5283,EWR,East Worthing,BN14 8ED,South East,West Sussex,Worthing,UKJ2,"Surrey, East & West Sussex",Southern,,,,"30,112","47,371","88,299","165,782","30,112","47,371","88,299","165,782","331,564","344,728",-4,0,0,0,,,50.821787,-0.355485
769,5448,EBN,Eastbourne,BN21 3QJ,South East,East Sussex,Eastbourne,UKJ2,"Surrey, East & West Sussex",Southern,,,,"198,682","861,791","736,804","1,797,277","198,682","861,791","736,804","1,797,277","3,594,554","3,534,536",2,"38,587",0,0,,,50.769417,0.281022
770,3795,EBK,Eastbrook,CF64 4LD,Wales - Cymru,The Vale Of Glamorgan - Bro Morgannwg,The Vale Of Glamorgan - Bro Morgannwg,UKL2,East Wales,Arriva Trains Wales,,,,"56,005","1,510","24,995","82,510","56,005","1,510","24,995","82,510","165,020","166,732",-1,0,0,0,,,51.438016999999995,-3.2073270000000003
771,9894,EST,Easterhouse,G34 9HN,Scotland,Glasgow City,Glasgow City,UKM3,South Western Scotland,First ScotRail,,Strathclyde,,"64,154","52,788","106,457","223,399","64,154","52,788","106,457","223,399","446,798","416,530",7,0,0,0,,,,
772,2128,ERA,Eastham Rake,CH62 9AL,North West,Merseyside,Wirral,UKD5,Merseyside,Merseyrail,,Merseyside,,"92,956","103,678","51,949","248,583","92,956","103,678","51,949","248,583","497,166","493,626",1,0,0,0,,,53.305969,-2.981637
773,5899,ESL,Eastleigh,SO50 4FL,South East,Hampshire,Eastleigh,UKJ3,Hampshire and Isle of Wight,South West Trains,,,,"208,032","257,364","283,299","748,695","208,032","257,364","283,299","748,695","1,497,390","1,504,090",-0,"131,953",0,0,,,50.975453,-1.353245
774,8114,EGN,Eastrington,DN14 7PX,Yorkshire And The Humber,East Riding Of Yorkshire,East Riding Of Yorkshire,UKE1,East Riding and North Linconshire,Northern Rail,,,,159,84,359,602,159,84,359,602,"1,204","1,886",-36,0,0,1,Very small absolute number of entries and exits,,53.755198,-0.78768
775,5566,EBB,Ebbsfleet International,DA10 1EB ,South East,Kent,Dartford,UKJ4,Kent,Southeastern,,,,"124,009","178,261","153,811","456,081","124,009","178,261","153,811","456,081","912,162","717,312",27,"47,238",1,0,Continued ramp-up of demand on Domestic high speed services,,,
776,9915,EBV,Ebbw Vale Parkway,NP23 8AP,Wales - Cymru,Blaenau Gwent,Blaenau Gwent,UKL1,West Wales and the Valleys,Arriva Trains Wales,,,,"84,342","21,199","17,509","123,050","84,342","21,199","17,509","123,050","246,100","246,718",-0,0,0,0,,,51.756775,-3.196817
777,2950,ECC,Eccles,M30 0DN,North West,Greater Manchester,Salford,UKD3,Greater Manchester,Northern Rail,,Greater Manchester,,"18,300","32,018","24,350","74,668","18,300","32,018","24,350","74,668","149,336","121,832",23,0,1,0,Demand increase likely related to the MediaCityUK development,http://en.wikipedia.org/wiki/MediaCityUK,,
778,7370,ECS,Eccles Road,NR16 2JG,East,Norfolk,Breckland,UKH1,East Anglia,National Express East Anglia,,,,246,91,284,621,246,91,284,621,"1,242","1,676",-26,0,0,1,Very small absolute number of entries and exits,,52.471759999999996,0.97005
779,2227,ECL,Eccleston Park,L35 7JS,North West,Merseyside,St. Helens,UKD5,Merseyside,Northern Rail,,Merseyside,,"13,977","54,629","13,345","81,951","13,977","54,629","13,345","81,951","163,902","162,066",1,0,0,0,,,,
780,2824,EDL,Edale,S33 7ZN,East Midlands,Derbyshire,High Peak,UKF1,Derbyshire and Nottinghamshire,Northern Rail,,,,"12,804","22,811",763,"36,378","12,804","22,811",763,"36,378","72,756","68,042",7,0,0,0,,,,
781,5056,EDN,Eden Park,BR3 3DE,London,Greater London,Bromley,UKI2,Outer London,Southeastern,,,London Travelcard Area Station,"60,819","65,093","133,989","259,901","60,819","65,093","133,989","259,901","519,802","508,816",2,0,0,0,,,,
782,5473,EBR,Edenbridge,TN8 6HR,South East,Kent,Sevenoaks,UKJ4,Kent,Southern,EDENBRIDGE BR,,,"16,068","33,426","48,963","98,457","16,068","33,426","48,963","98,457","196,914","204,801",-4,"63,673",0,0,,,,
783,5359,EBT,Edenbridge Town,TN8 5LP,South East,Kent,Sevenoaks,UKJ4,Kent,Southern,EDENBRIDGE BR,,,"24,167","44,269","98,795","167,231","24,167","44,269","98,795","167,231","334,462","302,165",11,"8,401",1,0,Continues high growth from previous year,,,
784,2169,EDG,Edge Hill,L7 1AD,North West,Merseyside,Liverpool,UKD5,Merseyside,Northern Rail,,Merseyside,,"23,702","38,905","8,444","71,051","23,702","38,905","8,444","71,051","142,102","123,044",15,"14,831",1,0,Continues high growth from previous year,,,
785,9328,EDB,Edinburgh,EH1 1BB,Scotland,Edinburgh City Of,Edinburgh City Of,UKM2,Eastern Scotland,Network Rail,EDINBURGH BR,,,"2,195,734","7,377,694","1,719,160","11,292,588","2,195,734","7,377,694","1,719,160","11,292,588","22,585,176","19,957,346",13,"1,143,271",1,0,"Primarily driven by increase in demand on the Edingburgh - Glasgow Queen Street flow of circa 800,000 journeys. This will have been driven by re-opening of Airdrie-Bathgate. ",,,
786,9395,EDP,Edinburgh Park,EH11 4DF,Scotland,Edinburgh City Of,Edinburgh City Of,UKM2,Eastern Scotland,First ScotRail,,,,"138,391","76,732","107,886","323,009","138,391","76,732","107,886","323,009","646,018","518,878",25,0,1,0,Likely linked to reopening if the Airdrie - Bathgate line,,55.925442000000004,-3.305593
787,6941,EDR,Edmonton Green,N9 7AA,London,Greater London,Enfield,UKI2,Outer London,National Express East Anglia,,,London Travelcard Area Station,"140,707","265,528","640,993","1,047,228","140,707","265,528","640,993","1,047,228","2,094,456","1,894,264",11,"18,997",1,0,Cause of large increase not clear,,,
788,5642,EFF,Effingham Junction,KT24 5HX,South East,Surrey,Guildford,UKJ2,"Surrey, East & West Sussex",South West Trains,,,,"40,895","41,031","60,773","142,699","40,895","41,031","60,773","142,699","285,398","268,386",6,"16,324",0,0,,,51.291783,-0.42005600000000004
789,5822,EGG,Eggesford,EX18 7JZ,South West,Devon,Mid Devon,UKK4,Devon,First Great Western,,,,709,"11,588","1,156","13,453",709,"11,588","1,156","13,453","26,906","25,500",6,0,0,0,,,50.890607,-3.8773489999999997
790,5669,EGH,Egham,TW20 9LB,South East,Surrey,Runnymede,UKJ2,"Surrey, East & West Sussex",South West Trains,,,,"338,127","384,211","348,614","1,070,952","338,127","384,211","348,614","1,070,952","2,141,904","2,069,282",4,0,0,0,,,51.429527,-0.547149
791,7918,EGT,Egton,YO21 1UX,Yorkshire And The Humber,North Yorkshire,Scarborough,UKE2,North Yorkshire,Northern Rail,,,,"1,402",406,"3,473","5,281","1,402",406,"3,473","5,281","10,562","9,430",12,0,1,0,Continues high growth from previous year,,54.437552000000004,-0.761447
792,5246,EPH,Elephant & Castle,SE17 1LB,London,Greater London,Southwark,UKI1,Inner London,First Capital Connect,LONDON BR,,London Travelcard Area Station,"164,688","255,929","863,014","1,283,631","164,688","255,929","863,014","1,283,631","2,567,262","2,648,421",-3,"23,801",0,0,,,51.493998,-0.098514
793,8977,ELG,Elgin,IV30 1QP,Scotland,Moray,Moray,UKM4,Highlands and Islands,First ScotRail,,,,"53,133","85,719","14,637","153,489","53,133","85,719","14,637","153,489","306,978","297,546",3,0,0,0,,,57.64338000000001,-3.307326
794,2121,ELP,Ellesmere Port,CH65 4AR,North West,Cheshire,Ellesmere Port & Neston,UKD2,Cheshire,Merseyrail,,,,"110,402","8,203","18,790","137,395","110,402","8,203","18,790","137,395","274,790","291,054",-6,"1,632",0,0,,,53.281606000000004,-2.89722
795,5049,ELE,Elmers End,BR3 4EJ,London,Greater London,Bromley,UKI2,Outer London,Southeastern,,,London Travelcard Area Station,"98,130","92,445","333,971","524,546","98,130","92,445","333,971","524,546","1,049,092","997,064",5,0,0,0,,,,
796,5135,ESD,Elmstead Woods,BR7 5EB,London,Greater London,Bromley,UKI2,Outer London,Southeastern,,,London Travelcard Area Station,"113,697","97,274","388,929","599,900","113,697","97,274","388,929","599,900","1,199,800","1,162,040",3,0,0,0,,,,
797,7349,ESW,Elmswell,IP30 9HA,East,Suffolk,Mid Suffolk,UKH1,East Anglia,National Express East Anglia,,,,"15,220","12,457","6,729","34,406","15,220","12,457","6,729","34,406","68,812","65,738",5,0,0,0,,,52.237649,0.912725
798,6667,ELR,Elsecar,S74 8BD,Yorkshire And The Humber,South Yorkshire,Barnsley,UKE3,South Yorkshire,Northern Rail,,South Yorkshire,,"22,518","22,693","20,310","65,521","22,518","22,693","20,310","65,521","131,042","127,628",3,0,0,0,,,,
799,6832,ESM,Elsenham,CM22 6HA,East,Essex,Uttlesford,UKH3,Essex,National Express East Anglia,,,,"20,151","15,792","52,170","88,113","20,151","15,792","52,170","88,113","176,226","173,080",2,0,0,0,,,51.920376,0.22602600000000003
800,1542,ELS,Elstree & Borehamwood,WD6 3LS,East,Hertfordshire,Hertsmere,UKH2,Bedfordshire and Hertforshire,First Capital Connect,,,London Travelcard Area Station,"304,779","465,317","786,297","1,556,393","304,779","465,317","786,297","1,556,393","3,112,786","3,007,202",4,0,0,0,,,,
801,5103,ELW,Eltham,SE9 6SL,London,Greater London,Greenwich,UKI2,Outer London,Southeastern,,,London Travelcard Area Station,"252,837","240,214","587,957","1,081,008","252,837","240,214","587,957","1,081,008","2,162,016","2,139,334",1,0,0,0,,,,
802,6238,ELO,Elton & Orston,NG19 9LH,East Midlands,Nottinghamshire,Rushcliffe,UKF1,Derbyshire and Nottinghamshire,East Midlands Trains,,,,25,11,0,36,25,11,0,36,72,84,-14,0,0,0,,,,
803,7068,ELY,Ely,CB7 4BS,East,Cambridgeshire,East Cambridgeshire,UKH1,East Anglia,National Express East Anglia,,,,"190,331","336,718","384,968","912,017","190,331","336,718","384,968","912,017","1,824,034","1,731,956",5,"322,668",0,0,,,,
804,7473,EMP,Emerson Park,RM11 2JP,London,Greater London,Havering,UKI2,Outer London,National Express East Anglia,,,London Travelcard Area Station,"19,253","9,875","18,245","47,373","19,253","9,875","18,245","47,373","94,746","82,148",15,0,1,0,Continues high growth from previous year,,51.568073999999996,0.219148
