OrganisationName,Latitude,Longitude
Tesco In Store Pharmacy,52.4329833984,-1.4314142466
Lloydspharmacy,53.4946136475,-1.2810544968
Boots,51.4559020996,-0.9731658697
Cohens Chemist,54.0495872498,-2.7909331322
Lloydspharmacy,54.072303772,-2.8599054813
In-Store Pharmacy,51.7470321655,-2.2239573002
Westwood Pharmacy,53.544670105,-2.1287484169
Lloydspharmacy,50.8299827576,-4.544752121
Lloydspharmacy,53.7866973877,-0.3213736117
Stelling Road Chemist,51.4724884033,0.1710753888
Asda Stores Ltd,55.1838417053,-1.5701481104
Worksop Pharmacy (Prospect),53.3201713562,-1.1104038954
Spackman and Mckenzie,52.2603225708,-1.1607103348
Instore Pharmacy,51.5937347412,0.2184636295
Nb Pharmacy Ltd,51.433506012,0.3678779304
Sainsburys Pharmacy,51.2847633362,1.0851327181
Rowlands Pharmacy,53.6370010376,-3.0091667175
Boots,51.1261940002,-2.7378389835
Boots,50.8794021606,-1.0314574242
Papworth Pharmacy,52.2520446777,-0.1175665483
Boots,53.6619377136,-2.9654667377
Rowlands Pharmacy,53.5089149475,-1.1530810595
The Co-Operative Pharmacy,52.9899291992,-2.098859787
Brand-Russell Chemists Ltd,51.6427192688,-0.1637657434
Broadway Chemist,51.5771408081,-0.2389460653
Murray's Pharmacy,54.1232376099,-3.2207374573
Gudkas,51.5601463318,-0.2511150837
Sahara Pharmacy,53.8059844971,-1.789837718
Jaysons Pharmacy - Long Eaton,52.8978805542,-1.2711652517
Lincoln Co-Op Chemists Ltd,53.2205200195,-0.4689944685
Lords Pharmacy,51.4262809753,-0.1700674444
Cohens Chemist,53.5013580322,-1.4389356375
Chiswick Pharmacy,51.492805481,-0.2615731657
Staveley Healthcare Ltd,54.3772544861,-2.8169801235
Sainsbury's In-Store Pharmacy,51.538684845,-0.3033878505
Rowlands Pharmacy,51.778717041,-1.2660505772
Cohens Chemist,53.7207679749,-1.3545517921
Cohens,53.7587356567,-2.4668998718
Headley Pharmacy,51.1189498901,-0.8284857273
Asda Pharmacy,51.7634010315,-0.2275193483
Asda Stores Ltd,52.4833030701,-2.119849205
Thorpe Pharmacy,53.7327919006,-1.5289026499
Banks Chemist,51.5146484375,-0.2496585846
Thurcroft Pharmacy,53.3942108154,-1.2519190311
Al-Shafa Pharmacy,52.4670600891,-1.8497115374
Keyworth Pharmacy,52.8711547852,-1.0903178453
Hendras@penryn Ltd,50.167514801,-5.1033473015
Lloydspharmacy,50.9282989502,-1.7894330025
Sainsbury Pharmacy,51.7189025879,-0.2877621055
Whitworth Chemists Ltd,53.8161735535,-3.0371778011
Aston Chemist Ltd,52.4264373779,-1.9738819599
Jephson Pharmacy Ltd,51.5241889954,-1.7915571928
Lloydspharmacy,54.5712585449,-1.1675775051
Boots,52.5838775635,-1.9840025902
Boots,50.7822914124,-2.9989724159
Lloyd George Pharmacy,51.3850212097,-0.097756952
Cohens Pharmacy,53.7546730042,-3.03079319
Rosehill Pharmacy,51.3831062317,-0.1884892285
Boots,51.3144378662,-2.8335165977
Day Lewis Pharmacy,51.4023399353,-0.1183884814
King's Pharmacy and Opticians,52.4157295227,-1.9312798977
Boots,51.5353546143,-0.1389633864
Boots,51.5418701172,-0.3400567174
Boots,51.4212722778,0.0214604177
Trianglepharmacy,51.4583892822,-1.0407021046
Lloydspharmacy,52.5176811218,-1.7952343225
Day Lewis Pharmacy,50.6098632813,-1.9589630365
Superdrug Pharmacy,53.327709198,-2.6984767914
Rowlands Pharmacy,53.6000213623,-2.5459899902
Darton Pharmacy,53.5860710144,-1.530081749
Jhoots Pharmacy,52.1896591187,-0.8870834708
Boots,53.7459983826,-0.3434236944
Leedams Pharmacy,53.8579673767,-2.1591897011
The Co-Operative Pharmacy,51.3386116028,0.7445642948
Millstream Pharmacy,52.6429176331,-2.0872995853
Lloydspharmacy,51.4611778259,-2.5400855541
Barton Pharmacy,51.7674789429,-1.1958624125
Buchan Chemists,52.5018005371,-1.7586268187
Lloydspharmacy,53.7053947449,-2.477473259
Dip's Chemist,51.4884223938,0.3721632063
Lloydspharmacy,51.0234222412,-0.4515254498
Coopers Chemist Marske Limited,54.5909881592,-1.0192109346
Boots,54.976184845,-1.6562480927
Gadebridge Pharmacy,51.7650604248,-0.4897552133
Weldricks Pharmacy,53.5743370056,-1.0086517334
Superdrug Pharmacy,51.4734230042,-0.092425853
Lloydspharmacy,50.7319869995,-1.1584842205
Rowlands Pharmacy,53.5522041321,-2.9081289768
Tesco Pharmacy,51.3358078003,-0.7749633789
Boots,51.637336731,0.4137609899
Boots,54.2091445923,-0.2879750431
Puri Chemists,51.5003738403,-0.3865885437
Mw Phillips Chemist,52.4235343933,-1.494666338
Bispham Road Pharmacy,53.6470832825,-2.9725854397
Nightingale Pharmacy,51.4792251587,-0.025879357
Lloydspharmacy,51.624710083,0.4163849056
Haslam's Pharmacy,53.5944824219,-2.4439637661
Coopers Chemist,51.6164398193,-0.135619387
Rowlands Pharmacy,51.7864532471,-1.4867643118
Lloydspharmacy,50.8438873291,-1.1339467764
Knights Chemist Limited,52.2287216187,-1.0780851841
Lloydspharmacy,52.5061836243,-1.4359513521
Medicare Chemists,53.6036109924,-1.7927012444
Highgate Pharmacy,51.5709457397,-0.1479433328
Tesco Superstore,51.8896408081,-0.4848418236
Govani Chemists,51.5629768372,0.2661529183
Lo's Pharmacy Ltd,53.5743484497,-1.3796018362
Skf Lo (Chemists) Ltd,53.4766235352,-1.3076356649
Rowlands Pharmacy,53.0015144348,-1.1401230097
Bhogal Dispensing Chemist,51.4676704407,-2.5647220612
Burrows and Close,52.9982910156,-1.1973890066
Sood Chemist,51.4706687927,-2.5930781364
Boots,51.3482322693,-2.9782648087
Village Pharmacy,51.8127441406,0.149293676
Lloydspharmacy,51.098487854,0.0337293893
Lloydspharmacy,51.5979423523,-0.1102426946
Falconwood Pharmacy,51.4567260742,0.0944812372
Asif's New Pharmacy,51.5537643433,0.6097428799
Kingshield Pharmacy,51.4644622803,-0.1139338911
Brickley A Ltd,52.614402771,-2.0616035461
Beckenham Pharmacy,51.4064331055,-0.0302814431
Lloydspharmacy,51.4327125549,-0.0202458408
Moreton Pharmacy Ltd,50.6609725952,-3.7656345367
C.E. Harrod Chemist,51.4730415344,-0.1974849105
The Co-Operative Pharmacy,52.9626960754,-1.1360844374
Audley Mills Pharmacy,51.5849761963,0.6071428657
Village Pharmacy,52.8963508606,-1.4857827425
The Springs Pharmacy,53.2778282166,-1.2655749321
Lyminge Pharmacy,51.1256790161,1.0907658339
Green Lane Pharmacy,53.3840446472,-2.9063796997
Murray's Pharmacy,54.1137313843,-3.2303404808
Virens Chemist,51.6387748718,-0.0480209291
Lloydspharmacy,51.3285484314,-0.4110274315
Manor Pharmacy,52.9200172424,-1.4752848148
Boots,51.5588531494,0.0712401196
Boots,52.6229705811,1.3060908318
Lloydspharmacy,53.4743766785,-1.4936352968
The Co-Operative Pharmacy,52.9785461426,-2.1028995514
Hingley Pharmacy,52.4889717102,-1.8520669937
Boots,53.7020835876,-1.7806760073
The Co-Operative Pharmacy,52.9790916443,-1.1805872917
Sinclairs,51.5177955627,-0.0397932082
Kesgrave Pharmacy,52.0580635071,1.2298526764
Sway Pharmacy,50.7845191956,-1.6081391573
Lloydspharmacy,51.8309631348,-2.2596077919
Day Lewis Pharmacy,52.0368347168,-2.4240894318
Tuxford Pharmacy,53.2288169861,-0.8994123936
Rainbow Pharmacy,52.7737617493,0.4476997554
Medicine Chest,51.4826583862,-0.1779650748
Brook Hill Pharmacy,51.7873840332,0.4776649773
Barkerhouse Pharmacy,53.8365707397,-2.2037534714
Lloydspharmacy,51.4290161133,-0.5729139447
Lloydspharmacy,53.0743484497,-0.8103900552
Boots,53.1693000793,-2.217777729
The Co-Operative Pharmacy,52.5904045105,-0.269033879
Weldricks Pharmacy,53.3846626282,-1.4960830212
Chiswell Pharmacy,51.7295379639,-0.3594728708
Medicx Pharmacy,53.6070251465,-2.1476485729
The Co-Operative Pharmacy,55.4109420776,-1.6971839666
Click Trading Ltd,53.3788948059,-2.5553474426
Medigreen Ltd,51.8645133972,-0.4581641555
Lloydspharmacy,53.5372772217,-2.192595005
Hartshorne Kv (Chemists) Ltd,52.6202545166,-1.9550677538
Roopson Pharmacy,51.4668388367,0.0528884381
The Co-Operative Pharmacy,52.6739807129,-1.9702606201
Revelstoke Pharmacy,51.4417228699,-0.1975671351
Rowlands Pharmacy,51.7608947754,-1.2142648697
Boots,51.4048690796,-2.5981349945
Carrington Chemist,53.4267807007,-3.0418343544
Bluecross Pharmacy,52.5030593872,-1.9349008799
Adams Pharmacy,52.4985618591,-1.8672807217
The Co-Operative Pharmacy,50.6087760925,-1.9589781761
West Street Pharmacy,53.1021957397,-2.4540205002
Asda Pharmacy,53.7337150574,-0.373272568
Lloydspharmacy,53.2456665039,-1.4690039158
Clayfield Pharmacy,54.6748847961,-1.2195503712
Lloydspharmacy,53.3719711304,-3.0200545788
Lloydspharmacy,51.8968505859,-1.1570920944
Sumer Pharmacy,51.5226860046,-0.1937666833
Boots,51.540851593,0.1487587243
The Martin Pharmacy,51.5198745728,-0.5998974442
Muhammads Pharmacy,51.5526618958,0.0526824072
Arrowedge Pharmacy,50.7515296936,-1.9665939808
Clarendon Pharmacy,53.482749939,-2.2837264538
Cohens Chemist,53.5331916809,-2.2116615772
Manor Pharmacy,51.3619689941,-0.1503382176
Alneburgh Pharmacy Ltd,54.7064361572,-3.4945163727
Ta Burley Pharmacy Ltd,53.5069923401,-0.0637094304
Boots,53.7989578247,-1.2521004677
Day Lewis Pharmacy,52.0304374695,1.1993240118
Tesco Stores Limited,50.7899894714,-3.2021718025
Boots,50.8299560547,-0.1355765611
Cohens Chemist,53.4830932617,-2.3383696079
Formby Health Rooms & Pharmacy,53.5488548279,-3.0543096066
Rusthall Pharmacy,51.1353416443,0.230997026
Boots,51.2577972412,-0.0021438315
Boots,51.4257011414,0.1039659753
Falkland Pharmacy,50.9719734192,-1.3827613592
Spring Pharmacy Ltd,51.533657074,-0.0804501176
North Anston Pharmacy,53.357170105,-1.2235993147
Clockwork,51.5214385986,-0.123357594
Knights Chemist,53.0104293823,-1.1740919352
Blakeberry Ltd,51.531375885,0.0557905957
Weldricks Pharmacy,53.5429534912,-1.1655460596
Boots,51.7177009583,0.5012172461
Lloydspharmacy,51.2575836182,-0.720364213
The Co-Operative Pharmacy,53.3403015137,-1.3969552517
The Co-Operative Pharmacy,52.6035079956,1.7301981449
The Co-Operative Pharmacy,52.4915924072,-0.6980780363
Boots,51.5314292908,-0.1261187196
Boots,53.7962760925,-1.6638669968
Mountford Chemists,51.650177002,-0.1744215339
Asda Pharmacy,53.7521438599,-0.3142732084
Queensway Pharmacy,53.3988189697,-0.7600903511
Sainsbury Pharmacy,51.7741584778,0.0928258225
St Dunstans Pharmacy,51.020236969,0.2606012523
Boots,51.7891693115,1.1524056196
Sainsbury's Pharmacy,51.0464172363,-1.3392056227
Barkers Chemist,51.4485969543,-0.1891076267
Shaldon Pharmacy,50.5401191711,-3.508425951
Wolverhampton Road Pharmacy,52.8018951416,-2.1140503883
Day Lewis Pharmacy,51.8886184692,0.9029691815
Kellaway Pharmacy,51.481048584,-2.6043012142
Wellbeing Pharmacy,52.4043235779,-1.5605021715
Beaconview Chemist,52.5454711914,-1.9754636288
Peak Pharmacy,53.2339706421,-1.4394997358
Asda Stores Ltd,54.6991958618,-1.5977985859
Hirshman Chemist 2 U,53.6023826599,-3.0387320518
Rohpharm Limited,51.5311851501,0.0191169288
Boots,51.5037612915,-0.218779698
The Co-Operative Pharmacy,53.0728416443,-0.8043714762
Berg's Pharmacy,51.5163116455,0.0101570347
Boots,51.4045524597,-0.1920270324
The Co-Operative Pharmacy,51.3865356445,0.5482960343
Kry-Ba Pharmacy,51.5320777893,0.1460962296
Highem Chemist,52.6310844421,-1.1190620661
Boots,53.1916923523,-2.5276002884
Walker A (Allendale) Ltd,54.8960571289,-2.2553656101
Arrowedge Pharmacy,50.7230491638,-1.9022835493
The John Preddy Company Limited,51.3771018982,-2.3782348633
Lloydspharmacy,51.3563499451,0.1053110138
Lloydspharmacy,52.5198249817,-1.9906278849
Boots,51.2056884766,-3.4772775173
Newchem Pharmacy,53.5011367798,-2.1803405285
J Halton,53.591796875,-2.7699971199
Tesco Instore Pharmacy,53.8047142029,-1.7547380924
M and R Enterprises Ltd,51.4883537292,-0.0866315365
Lloydspharmacy,50.7878494263,-0.9759225845
Furness G H Ltd,54.9194221497,-1.8150978088
St Stephens Chemist,52.6315689087,-1.1534198523
Instore Pharmacy,51.8582229614,0.5212777853
Sainsburys Pharmacy,51.4276275635,-0.8775853515
Williams Pharmacy,50.8736991882,-1.3534747362
Welsh Chemist,53.3702774048,-3.1841726303
Apek Pharmacy,51.5172386169,-0.1723768115
Asda Stores Ltd,52.4494857788,-2.0516757965
The Co-Operative Pharmacy,52.80103302,-2.1296072006
The Co-Operative Pharmacy,53.273815155,-2.9199564457
Market Pharmacy,53.5479240417,-2.3946073055
Crown Pharmacy,51.6943016052,-0.285174787
The Church Street Pharmacy,52.3890533447,-2.2510883808
Lincoln Co-Op Chemists,53.7866973877,-0.3213736117
Pharmacy D,53.6887741089,-1.6424787045
Your Local Boots Pharmacy,51.9200592041,0.9269897342
Boots,54.0862503052,-0.2003562748
Boots,53.5044631958,-2.2360782623
The Co-Operative Pharmacy,54.8887557983,-2.9656219482
Boots,51.4041824341,-1.2623556852
Lloydspharmacy,54.1564331055,-3.1807961464
Pharmacy 1st,54.9667396545,-1.5565049648
Britannia Pharmacy,51.5534172058,0.2473429292
Rowlands Pharmacy,53.3820762634,-2.7262020111
Sainsbury Pharmacy,52.6220741272,1.2933732271
Boots,51.4588394165,-0.9728984237
Rowlands Pharmacy,53.6452102661,-1.7376474142
Asda Pharmacy,51.4481277466,-2.49786973
The Highlands Pharmacy Ltd,52.0051498413,-0.4937503636
East Boldon Village Pharmacy Ltd,54.9459495544,-1.4225219488
Lloydspharmacy,51.9461936951,-0.0191170555
Dispensary,51.5712471008,-0.0082149589
Sainsbury's Pharmacy,51.5046424866,-0.0889752954
Rowlands Pharmacy,53.4751663208,-2.8822703362
Crown Pharmacy,51.7990150452,-0.3957324028
Boots,50.8010787964,-1.2015752792
Boots,51.4097595215,-0.229092896
Safedale Ltd,51.5574493408,-0.0901527554
Geloo Brothers Ltd,53.6468391418,-2.3930649757
Boots,52.3870925903,-2.2504601479
Centrechem,54.8733024597,-1.603407979
Hugh Lloyd Dispensing Chemist,51.5856323242,-0.1826827377
Lloydspharmacy,53.8479690552,-2.9910547733
Tesco In-Store Pharmacy,52.0028610229,-0.4981103241
Lloydspharmacy,50.8456726074,-1.2015106678
Lloydspharmacy,51.1264801025,-2.9877185822
"McParland, H.A. Chemists Ltd",51.5190086365,-0.4105626643
Lloydspharmacy,50.7889709473,-0.9769052863
Chapharm Ltd Dispensing Chemists,52.051071167,-0.7798411846
Boots,53.7465820313,-0.8660942912
O M Pharmacy,52.1399993896,-0.4677682221
Birmingham Chemist,53.557144165,-0.0377159007
Boots,51.6541404724,-0.3924681544
Boots,51.7455482483,-2.2163023949
Kingston Pharmacy,53.7439041138,-0.3784896135
Duncans Pharmacy,51.4776153564,-0.014600927
Lloydspharmacy,53.2574386597,-2.4895558357
Heron Pharmacy,51.5871391296,-0.2515656054
Stockwood Pharmacy,51.41198349,-2.5462634563
Lloydspharmacy,53.5495605469,-2.6199445724
Lansdale Pharmacy Ltd,51.6318092346,-0.7617477775
Yardley Chemist,51.5870552063,0.6071607471
Sainsbury's Pharmacy,52.4463882446,-1.8218125105
Sainsbury's Pharmacy,51.4928665161,-2.4744608402
Day Lewis Plc,50.472076416,-4.7201461792
Tesco Pharmacy,51.3723068237,-0.4873114526
The Co-Operative Pharmacy,51.5205726624,0.5939182043
Asda Pharmacy,53.6876602173,-1.6319946051
John Ross Chemist,51.5153045654,-0.5914336443
Cohens Chemist,53.6492271423,-2.3182320595
Lloydspharmacy,51.1086387634,-4.1624221802
Boots,53.7580451965,-2.6993660927
Mistvale Chemists,51.0888786316,1.1815328598
Parkem Chemist Ltd,52.6458053589,-1.1959776878
Boots,53.8420448303,-0.4295396805
Lincoln Co-Op Chemists Ltd,53.2156105042,-0.6055903435
Chase Pharmacy,51.1091308594,-0.8605750203
Kings Pharmacy,51.5288276672,-0.1447224319
DAYNITE Pharmacy,51.5526924133,0.6115279198
Fmy Chemists,51.7051124573,-0.6130587459
Far Cotton Pharmacy,52.2261505127,-0.9041209221
Sainsbury's Pharmacy,52.3137130737,-1.9392999411
St Deny's Pharmacy,51.0455741882,0.2197041959
Boots,53.3254241943,-0.95060426
Day Lewis Pharmacy,50.4747505188,-3.5280616283
Miller Chemist,54.7001800537,-1.5994026661
Pancholi Chemist,52.6521034241,-1.121936202
Gimmack W.M. (Chemist) Ltd,51.5495796204,-0.2211735845
Carters Pharmacy,51.6135444641,-0.1773361713
The Co-Operative Pharmacy,53.4228057861,-2.8562355042
The Co-Operative Pharmacy,52.0818824768,0.4370517135
Stourport Pharmacy,52.3390388489,-2.2792050838
Boots,53.1914405823,-2.8963992596
Asda Stores Ltd,54.5452308655,-1.5230743885
Rowlands Pharmacy,54.2276916504,-2.7711265087
Exley Pharmacy,52.6194877625,-1.6800051928
Lloydspharmacy,52.5162773132,-1.9979083538
Badger Hill Pharmacy,53.9536705017,-1.0366324186
Paydens Ltd,51.330116272,0.4419331551
Al-Shafa Pharmacy,51.8612098694,-2.2375500202
The Co-Operative Pharmacy,51.7061729431,0.1241050288
Weldricks Pharmacy,53.5204467773,-1.3220947981
Boots,53.6111946106,-0.9623368382
Boots,50.264591217,-5.0530309677
Pharma Healthcare,51.5153160095,0.5932879448
The Co-Operative Pharmacy,53.4524269104,-2.391356945
Bush Pharmacy,51.5066452026,-0.2340569049
Lincoln Co-Op Chemists Ltd,52.9307670593,-0.0585354455
Exminster Pharmacy,50.6791496277,-3.4937431812
Abbotswood Pharmacy,51.5290794373,-2.4241526127
Boots,55.1289024353,-1.5134962797
Boots,51.8789138794,-0.4139125943
The Co-Operative Pharmacy,52.5347061157,-1.9198023081
Collins Chemist,51.5223655701,-0.1713354737
Lloydspharmacy,54.9017677307,-1.5094377995
Boots,51.4974937439,-0.1667988151
Lloydspharmacy,52.4365844727,-1.4730261564
Lloydspharmacy,53.9284248352,-2.9884829521
Lloydspharmacy,53.9987487793,-1.4990733862
Aireworth Chemist,53.8741226196,-1.890973568
Boots,54.5242652893,-1.2161208391
Asda Stores Ltd,53.9960784912,-1.5365538597
Lloydspharmacy,54.8933486938,-2.9288730621
Boots,52.445602417,-1.7764712572
Surdock Pharmacy,51.4921569824,-0.0457622483
Lloydspharmacy,52.5012016296,-1.9205112457
Mango Pharmacy,51.5267715454,-0.4820253551
Lloydspharmacy,52.7566184998,-1.9371922016
Cosby Pharmacy,52.5491638184,-1.1934235096
Etwall Pharmacy,52.8796348572,-1.6040964127
Boots,50.8319206238,-0.2756188512
The Co-Operative Pharmacy,52.680065155,-1.8056294918
Boots,54.9930114746,-1.6990076303
Ingleton Pharmacy,54.1535987854,-2.468578577
Whalley Range Cohens,53.7547264099,-2.4789581299
Boots,50.3915786743,-3.9203951359
Bury Healthcare Pharmacy,53.598361969,-2.2894876003
Bj Wilson Ltd,52.8881988525,-1.4993027449
The Co-Operative Pharmacy,51.8853721619,-0.1880405694
Boots,51.4006919861,-0.2554356158
Lloydspharmacy,52.4462852478,-1.818443656
Ellis Chemists,52.1267242432,-0.4596192241
Chemilab Pharmacy Ltd,51.6911315918,-0.4008950293
Boots,51.2361335754,-0.5583623052
Safedale Ltd,51.5624237061,-0.0783299059
Acheason Dispensing Chemist,51.5534858704,0.0049725161
Boots,53.2081298828,-0.1076552942
Lloydspharmacy,53.8126296997,-1.7925382853
Morrisons Pharmacies,55.0348129272,-1.4569652081
Boots,53.3883934021,-2.2589356899
Lloydspharmacy,52.4529075623,-1.7842775583
Rowlands Pharmacy,53.6451339722,-1.7618508339
Day Lewis Pharmacy,51.5155448914,0.056432575
Day Lewis Pharmacy,50.7866630554,-0.6935679913
Pharmacy Link,51.3269538879,-0.5456704497
Lloydspharmacy,54.6823348999,-1.2141339779
Istead Rise Pharmacy,51.406036377,0.3529417515
Pharmaco Ltd,53.4722557068,-2.1622900963
Lloydspharmacy,52.4581718445,-2.1170434952
Boots,50.721118927,-1.8762362003
South Anston Pharmacy,53.3481674194,-1.2229065895
Earl Shilton Pharmacy,52.5757865906,-1.3180112839
Boots,50.8637924194,0.2595618963
Sparkbrook Health Centre Pharmacy,52.4625892639,-1.8713037968
Nima Chemist,51.3623504639,-0.2453726232
Raymond C Hall,53.7690582275,-0.3534861505
Boots,51.2804870605,-0.0790356547
Rowlands Pharmacy,50.7323608398,-1.978141427
Rowlands Pharmacy,52.3717460632,-1.2654588223
Boots,53.3665657043,-2.725908041
Sainsbury's Pharmacy,53.345287323,-1.4931224585
Lloydspharmacy,53.644153595,-2.0964844227
Lincoln Co-Op Chemists Ltd,53.2104034424,-0.5638904572
Wyborns Pharmacy,50.8717918396,0.0118353078
Manor Pharmacy,50.9338989258,0.2434025854
Boots,53.4829406738,-2.2427847385
Brook Pharmacy,50.8874282837,-1.0073214769
St.mary's Pharmacy,52.398979187,0.2587871552
Throckley Chemists,54.9929122925,-1.7588069439
The Co-Operative Pharmacy,51.9418029785,0.6377859712
Weldricks Pharmacy,53.5255088806,-0.8201588988
Rowlands Pharmacy,54.5462989807,-1.5249633789
Badham Pharmacy,51.8994598389,-2.0752665997
Boots,50.5506057739,-4.1441192627
Lloydspharmacy,50.5029792786,-4.3155083656
Greens Pharmacy,51.6113777161,-0.1091936752
C K & Sons,52.6366157532,-1.1121535301
Breakspear Pharmacy,51.4349594116,-0.4659647346
Friends Pharmacy,51.5525741577,-0.0524490252
